Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas,J000A Total de remuneraciones (millones de pesos),H001A Personal ocupado total
2018,19 Nuevo León,015 Doctor Coss,Total municipal,25,0.639,48.0
2018,19 Nuevo León,016 Doctor González,Total municipal,44,35.054,358.0
2018,19 Nuevo León,017 Galeana,Total municipal,691,105.661,2724.0
2018,19 Nuevo León,018 García,Total municipal,3912,3640.937,43635.0
2018,19 Nuevo León,019 San Pedro Garza García,Total municipal,6269,14528.299,159723.0
2018,19 Nuevo León,020 General Bravo,Total municipal,222,27.208,669.0
2018,19 Nuevo León,021 General Escobedo,Total municipal,9810,9286.831,91257.0
2018,19 Nuevo León,022 General Terán,Total municipal,414,46.935,1207.0
2018,19 Nuevo León,023 General Treviño,Total municipal,33,1.871,65.0
2018,19 Nuevo León,024 General Zaragoza,Total municipal,154,5.46,331.0
2018,19 Nuevo León,025 General Zuazua,Total municipal,1178,3214.04,29284.0
2018,19 Nuevo León,026 Guadalupe,Total municipal,19274,15145.043,163629.0
2018,19 Nuevo León,027 Los Herreras,Total municipal,69,1.954,116.0
2018,19 Nuevo León,028 Higueras,Total municipal,20,0.134,27.0
2018,19 Nuevo León,029 Hualahuises,Total municipal,257,12.723,552.0
2018,19 Nuevo León,030 Iturbide,Total municipal,101,4.16,194.0
2018,19 Nuevo León,031 Juárez,Total municipal,5996,1868.964,25801.0
2018,19 Nuevo León,032 Lampazos de Naranjo,Total municipal,138,87.377,746.0
2018,19 Nuevo León,033 Linares,Total municipal,2618,1012.169,16528.0
2018,19 Nuevo León,034 Marín,Total municipal,116,252.621,2986.0
2018,19 Nuevo León,035 Melchor Ocampo,Total municipal,13,1.27,38.0
2018,19 Nuevo León,036 Mier y Noriega,Total municipal,75,1.683,153.0
2018,19 Nuevo León,037 Mina,Total municipal,131,5.239,272.0
2018,19 Nuevo León,038 Montemorelos,Total municipal,1789,729.01,10852.0
2018,19 Nuevo León,039 Monterrey,Total municipal,51379,71730.117,651450.0
2018,19 Nuevo León,040 Parás,Total municipal,31,1.34,63.0
2018,19 Nuevo León,041 Pesquería,Total municipal,777,3672.978,25937.0
2018,19 Nuevo León,042 Los Ramones,Total municipal,88,4.431,178.0
2018,19 Nuevo León,043 Rayones,Total municipal,35,1.185,110.0
2018,19 Nuevo León,044 Sabinas Hidalgo,Total municipal,1714,397.571,6966.0
2018,19 Nuevo León,045 Salinas Victoria,Total municipal,784,1097.539,10277.0
2018,19 Nuevo León,046 San Nicolás de los Garza,Total municipal,13697,14424.96,162519.0
2018,19 Nuevo León,047 Hidalgo,Total municipal,525,120.344,2204.0
2018,19 Nuevo León,048 Santa Catarina,Total municipal,6472,11295.541,104993.0
2018,19 Nuevo León,049 Santiago,Total municipal,1505,647.331,8008.0
2018,19 Nuevo León,050 Vallecillo,Total municipal,22,13.128,131.0
2018,19 Nuevo León,051 Villaldama,Total municipal,167,19.023,457.0
2018,20 Oaxaca,001 Abejones,Total municipal,40,0.062,57.0
2018,20 Oaxaca,002 Acatlán de Pérez Figueroa,Total municipal,1601,260.634,3768.0
2018,20 Oaxaca,003 Asunción Cacalotepec,Total municipal,57,0.131,117.0
2018,20 Oaxaca,004 Asunción Cuyotepeji,Total municipal,54,0.699,126.0
2018,20 Oaxaca,005 Asunción Ixtaltepec,Total municipal,540,25.379,1079.0
2018,20 Oaxaca,006 Asunción Nochixtlán,Total municipal,1933,95.172,4451.0
2018,20 Oaxaca,007 Asunción Ocotlán,Total municipal,99,0.151,153.0
2018,20 Oaxaca,008 Asunción Tlacolulita,Total municipal,37,0.421,67.0
2018,20 Oaxaca,009 Ayotzintepec,Total municipal,283,4.65,528.0
2018,20 Oaxaca,010 El Barrio de la Soledad,Total municipal,396,538.436,3546.0
2018,20 Oaxaca,011 Calihualá,Total municipal,59,0.048,87.0
2018,20 Oaxaca,012 Candelaria Loxicha,Total municipal,516,5.622,736.0
2018,20 Oaxaca,013 Ciénega de Zimatlán,Total municipal,261,3.412,505.0
2018,20 Oaxaca,014 Ciudad Ixtepec,Total municipal,2198,161.476,5347.0
2018,20 Oaxaca,015 Coatecas Altas,Total municipal,198,0.0,276.0
2018,20 Oaxaca,016 Coicoyán de las Flores,Total municipal,199,0.506,288.0
2018,20 Oaxaca,017 La Compañía,Total municipal,24,0.136,59.0
2018,20 Oaxaca,018 Concepción Buenavista,Total municipal,31,0.192,52.0
2018,20 Oaxaca,019 Concepción Pápalo,Total municipal,38,1.082,73.0
2018,20 Oaxaca,020 Constancia del Rosario,Total municipal,83,4.127,170.0
2018,20 Oaxaca,021 Cosolapa,Total municipal,696,87.463,1773.0
2018,20 Oaxaca,022 Cosoltepec,Total municipal,33,0.212,62.0
2018,20 Oaxaca,023 Cuilápam de Guerrero,Total municipal,916,7.642,1520.0
2018,20 Oaxaca,024 Cuyamecalco Villa de Zaragoza,Total municipal,75,0.294,101.0
2018,20 Oaxaca,025 Chahuites,Total municipal,856,30.589,2183.0
2018,20 Oaxaca,026 Chalcatongo de Hidalgo,Total municipal,591,22.377,1214.0
2018,20 Oaxaca,027 Chiquihuitlán de Benito Juárez,Total municipal,72,0.263,111.0
2018,20 Oaxaca,028 Heroica Ciudad de Ejutla de Crespo,Total municipal,1041,38.117,2490.0
2018,20 Oaxaca,029 Eloxochitlán de Flores Magón,Total municipal,83,4.905,221.0
2018,20 Oaxaca,030 El Espinal,Total municipal,457,31.37,1203.0
2018,20 Oaxaca,031 Tamazulápam del Espíritu Santo,Total municipal,267,3.867,435.0
2018,20 Oaxaca,032 Fresnillo de Trujano,Total municipal,18,0.164,19.0
2018,20 Oaxaca,033 Guadalupe Etla,Total municipal,161,63.714,781.0
2018,20 Oaxaca,034 Guadalupe de Ramírez,Total municipal,62,1.253,109.0
2018,20 Oaxaca,035 Guelatao de Juárez,Total municipal,51,2.956,149.0
2018,20 Oaxaca,036 Guevea de Humboldt,Total municipal,89,0.77,134.0
2018,20 Oaxaca,037 Mesones Hidalgo,Total municipal,84,1.078,140.0
2018,20 Oaxaca,038 Villa Hidalgo,Total municipal,180,1.496,340.0
2018,20 Oaxaca,039 Heroica Ciudad de Huajuapan de León,Total municipal,6018,528.265,16704.0
2018,20 Oaxaca,040 Huautepec,Total municipal,93,1.05,168.0
2018,20 Oaxaca,041 Huautla de Jiménez,Total municipal,1746,30.436,2670.0
2018,20 Oaxaca,042 Ixtlán de Juárez,Total municipal,341,23.983,872.0
2018,20 Oaxaca,043 Heroica Ciudad de Juchitán de Zaragoza,Total municipal,11377,518.327,23772.0
2018,20 Oaxaca,044 Loma Bonita,Total municipal,2231,129.109,5593.0
2018,20 Oaxaca,045 Magdalena Apasco,Total municipal,263,80.993,1391.0
2018,20 Oaxaca,046 Magdalena Jaltepec,Total municipal,97,1.788,230.0
2018,20 Oaxaca,047 Santa Magdalena Jicotlán,Total municipal,7,0.0,12.0
2018,20 Oaxaca,048 Magdalena Mixtepec,Total municipal,11,0.0,28.0
2018,20 Oaxaca,049 Magdalena Ocotlán,Total municipal,44,1.636,83.0
2018,20 Oaxaca,050 Magdalena Peñasco,Total municipal,128,2.273,234.0
2018,20 Oaxaca,051 Magdalena Teitipac,Total municipal,648,0.581,830.0
2018,20 Oaxaca,052 Magdalena Tequisistlán,Total municipal,311,3.417,502.0
2018,20 Oaxaca,053 Magdalena Tlacotepec,Total municipal,94,0.545,125.0
2018,20 Oaxaca,054 Magdalena Zahuatlán,Total municipal,21,0.3,63.0
2018,20 Oaxaca,055 Mariscala de Juárez,Total municipal,269,15.306,535.0
2018,20 Oaxaca,056 Mártires de Tacubaya,Total municipal,80,0.144,99.0
2018,20 Oaxaca,057 Matías Romero Avendaño,Total municipal,2528,185.166,6161.0
2018,20 Oaxaca,058 Mazatlán Villa de Flores,Total municipal,107,0.684,187.0
2018,20 Oaxaca,059 Miahuatlán de Porfirio Díaz,Total municipal,2755,209.761,6915.0
2018,20 Oaxaca,060 Mixistlán de la Reforma,Total municipal,35,0.0,64.0
2018,20 Oaxaca,061 Monjas,Total municipal,55,4.478,119.0
2018,20 Oaxaca,062 Natividad,Total municipal,45,7.69,149.0
2018,20 Oaxaca,063 Nazareno Etla,Total municipal,325,2.774,657.0
2018,20 Oaxaca,064 Nejapa de Madero,Total municipal,110,4.666,204.0
2018,20 Oaxaca,065 Ixpantepec Nieves,Total municipal,44,0.349,77.0
2018,20 Oaxaca,066 Santiago Niltepec,Total municipal,291,5.482,546.0
2018,20 Oaxaca,067 Oaxaca de Juárez,Total municipal,26842,4267.347,103109.0
2018,20 Oaxaca,068 Ocotlán de Morelos,Total municipal,1785,73.58,3764.0
2018,20 Oaxaca,069 La Pe,Total municipal,65,0.433,148.0
2018,20 Oaxaca,070 Pinotepa de Don Luis,Total municipal,219,2.906,437.0
2018,20 Oaxaca,071 Pluma Hidalgo,Total municipal,186,2.309,335.0
2018,20 Oaxaca,072 San José del Progreso,Total municipal,194,175.484,779.0
2018,20 Oaxaca,073 Putla Villa de Guerrero,Total municipal,1448,58.045,3141.0
2018,20 Oaxaca,074 Santa Catarina Quioquitani,Total municipal,13,0.1,22.0
2018,20 Oaxaca,075 Reforma de Pineda,Total municipal,256,4.052,345.0
2018,20 Oaxaca,076 La Reforma,Total municipal,112,0.425,180.0
2018,20 Oaxaca,077 Reyes Etla,Total municipal,141,1.222,282.0
2018,20 Oaxaca,078 Rojas de Cuauhtémoc,Total municipal,84,0.88,161.0
2018,20 Oaxaca,079 Salina Cruz,Total municipal,5312,3318.87,21378.0
2018,20 Oaxaca,080 San Agustín Amatengo,Total municipal,100,2.041,269.0
2018,20 Oaxaca,081 San Agustín Atenango,Total municipal,94,1.013,169.0
2018,20 Oaxaca,082 San Agustín Chayuco,Total municipal,131,2.331,248.0
2018,20 Oaxaca,083 San Agustín de las Juntas,Total municipal,673,43.798,1697.0
2018,20 Oaxaca,084 San Agustín Etla,Total municipal,190,4.781,386.0
2018,20 Oaxaca,085 San Agustín Loxicha,Total municipal,277,6.985,465.0
2018,20 Oaxaca,086 San Agustín Tlacotepec,Total municipal,79,0.851,143.0
2018,20 Oaxaca,087 San Agustín Yatareni,Total municipal,620,100.021,1656.0
2018,20 Oaxaca,088 San Andrés Cabecera Nueva,Total municipal,53,0.715,96.0
2018,20 Oaxaca,089 San Andrés Dinicuiti,Total municipal,167,0.058,250.0
2018,20 Oaxaca,090 San Andrés Huaxpaltepec,Total municipal,335,7.678,640.0
2018,20 Oaxaca,091 San Andrés Huayápam,Total municipal,267,9.379,678.0
2018,20 Oaxaca,092 San Andrés Ixtlahuaca,Total municipal,48,1.552,82.0
2018,20 Oaxaca,093 San Andrés Lagunas,Total municipal,20,0.934,39.0
2018,20 Oaxaca,094 San Andrés Nuxiño,Total municipal,38,0.0,75.0
2018,20 Oaxaca,095 San Andrés Paxtlán,Total municipal,60,0.109,102.0
2018,20 Oaxaca,096 San Andrés Sinaxtla,Total municipal,30,0.548,69.0
2018,20 Oaxaca,097 San Andrés Solaga,Total municipal,34,0.052,59.0
2018,20 Oaxaca,098 San Andrés Teotilálpam,Total municipal,88,0.595,140.0
2018,20 Oaxaca,099 San Andrés Tepetlapa,Total municipal,23,0.105,30.0
2018,20 Oaxaca,100 San Andrés Yaá,Total municipal,12,0.096,25.0
2018,20 Oaxaca,101 San Andrés Zabache,Total municipal,50,0.313,88.0
2018,20 Oaxaca,102 San Andrés Zautla,Total municipal,133,1.069,272.0
2018,20 Oaxaca,103 San Antonino Castillo Velasco,Total municipal,419,6.257,875.0
2018,20 Oaxaca,104 San Antonino el Alto,Total municipal,90,0.755,168.0
2018,20 Oaxaca,105 San Antonino Monte Verde,Total municipal,125,1.69,180.0
2018,20 Oaxaca,106 San Antonio Acutla,Total municipal,6,0.0,13.0
2018,20 Oaxaca,107 San Antonio de la Cal,Total municipal,1935,76.204,3544.0
2018,20 Oaxaca,108 San Antonio Huitepec,Total municipal,99,0.549,196.0
2018,20 Oaxaca,109 San Antonio Nanahuatípam,Total municipal,35,0.169,58.0
2018,20 Oaxaca,110 San Antonio Sinicahua,Total municipal,16,0.87,47.0
2018,20 Oaxaca,111 San Antonio Tepetlapa,Total municipal,144,0.421,280.0
2018,20 Oaxaca,112 San Baltazar Chichicápam,Total municipal,323,2.578,531.0
2018,20 Oaxaca,113 San Baltazar Loxicha,Total municipal,202,2.576,345.0
2018,20 Oaxaca,114 San Baltazar Yatzachi el Bajo,Total municipal,14,0.071,35.0
2018,20 Oaxaca,115 San Bartolo Coyotepec,Total municipal,703,26.127,1584.0
2018,20 Oaxaca,116 San Bartolomé Ayautla,Total municipal,137,0.168,237.0
2018,20 Oaxaca,117 San Bartolomé Loxicha,Total municipal,78,0.85,150.0
2018,20 Oaxaca,118 San Bartolomé Quialana,Total municipal,120,0.925,217.0
2018,20 Oaxaca,119 San Bartolomé Yucuañe,Total municipal,38,0.0,59.0
2018,20 Oaxaca,120 San Bartolomé Zoogocho,Total municipal,38,0.109,65.0
2018,20 Oaxaca,121 San Bartolo Soyaltepec,Total municipal,15,0.0,24.0
2018,20 Oaxaca,122 San Bartolo Yautepec,Total municipal,46,0.078,89.0
2018,20 Oaxaca,123 San Bernardo Mixtepec,Total municipal,123,1.342,212.0
2018,20 Oaxaca,124 San Blas Atempa,Total municipal,2391,10.717,3053.0
2018,20 Oaxaca,125 San Carlos Yautepec,Total municipal,66,0.687,103.0
2018,20 Oaxaca,126 San Cristóbal Amatlán,Total municipal,1113,0.848,1264.0
2018,20 Oaxaca,127 San Cristóbal Amoltepec,Total municipal,48,0.0,69.0
2018,20 Oaxaca,128 San Cristóbal Lachirioag,Total municipal,106,1.854,202.0
2018,20 Oaxaca,129 San Cristóbal Suchixtlahuaca,Total municipal,40,0.034,71.0
2018,20 Oaxaca,130 San Dionisio del Mar,Total municipal,284,21.193,842.0
2018,20 Oaxaca,131 San Dionisio Ocotepec,Total municipal,932,14.191,1825.0
2018,20 Oaxaca,132 San Dionisio Ocotlán,Total municipal,51,2.181,105.0
2018,20 Oaxaca,133 San Esteban Atatlahuca,Total municipal,37,0.0,74.0
2018,20 Oaxaca,134 San Felipe Jalapa de Díaz,Total municipal,527,17.224,1075.0
2018,20 Oaxaca,135 San Felipe Tejalápam,Total municipal,186,1.829,335.0
2018,20 Oaxaca,136 San Felipe Usila,Total municipal,437,3.883,767.0
2018,20 Oaxaca,137 San Francisco Cahuacuá,Total municipal,33,0.128,47.0
2018,20 Oaxaca,138 San Francisco Cajonos,Total municipal,27,0.196,62.0
2018,20 Oaxaca,139 San Francisco Chapulapa,Total municipal,8,0.212,16.0
2018,20 Oaxaca,140 San Francisco Chindúa,Total municipal,18,0.0,30.0
2018,20 Oaxaca,141 San Francisco del Mar,Total municipal,804,23.805,1459.0
2018,20 Oaxaca,142 San Francisco Huehuetlán,Total municipal,29,0.0,47.0
2018,20 Oaxaca,143 San Francisco Ixhuatán,Total municipal,586,35.384,1347.0
2018,20 Oaxaca,144 San Francisco Jaltepetongo,Total municipal,34,0.06,81.0
2018,20 Oaxaca,145 San Francisco Lachigoló,Total municipal,284,32.8,812.0
2018,20 Oaxaca,146 San Francisco Logueche,Total municipal,156,0.179,176.0
2018,20 Oaxaca,147 San Francisco Nuxaño,Total municipal,23,0.774,56.0
2018,20 Oaxaca,148 San Francisco Ozolotepec,Total municipal,26,0.589,49.0
2018,20 Oaxaca,149 San Francisco Sola,Total municipal,70,0.597,98.0
2018,20 Oaxaca,150 San Francisco Telixtlahuaca,Total municipal,728,15.981,1431.0
2018,20 Oaxaca,151 San Francisco Teopan,Total municipal,48,0.0,80.0
2018,20 Oaxaca,152 San Francisco Tlapancingo,Total municipal,64,0.036,97.0
2018,20 Oaxaca,153 San Gabriel Mixtepec,Total municipal,302,7.942,475.0
2018,20 Oaxaca,154 San Ildefonso Amatlán,Total municipal,21,0.413,47.0
2018,20 Oaxaca,155 San Ildefonso Sola,Total municipal,25,0.654,59.0
2018,20 Oaxaca,156 San Ildefonso Villa Alta,Total municipal,124,3.496,258.0
2018,20 Oaxaca,157 San Jacinto Amilpas,Total municipal,913,139.744,3075.0
2018,20 Oaxaca,158 San Jacinto Tlacotepec,Total municipal,57,1.147,96.0
2018,20 Oaxaca,159 San Jerónimo Coatlán,Total municipal,38,1.549,78.0
2018,20 Oaxaca,160 San Jerónimo Silacayoapilla,Total municipal,76,1.059,130.0
2018,20 Oaxaca,161 San Jerónimo Sosola,Total municipal,23,0.027,45.0
2018,20 Oaxaca,162 San Jerónimo Taviche,Total municipal,73,0.358,95.0
2018,20 Oaxaca,163 San Jerónimo Tecóatl,Total municipal,87,0.679,132.0
2018,20 Oaxaca,164 San Jorge Nuchita,Total municipal,87,0.979,160.0
2018,20 Oaxaca,165 San José Ayuquila,Total municipal,118,1.407,163.0
2018,20 Oaxaca,166 San José Chiltepec,Total municipal,298,7.83,560.0
2018,20 Oaxaca,167 San José del Peñasco,Total municipal,33,0.054,48.0
2018,20 Oaxaca,168 San José Estancia Grande,Total municipal,50,0.229,100.0
2018,20 Oaxaca,169 San José Independencia,Total municipal,162,0.213,224.0
2018,20 Oaxaca,170 San José Lachiguiri,Total municipal,225,0.07,269.0
2018,20 Oaxaca,171 San José Tenango,Total municipal,251,1.954,429.0
2018,20 Oaxaca,172 San Juan Achiutla,Total municipal,20,0.06,62.0
2018,20 Oaxaca,173 San Juan Atepec,Total municipal,70,0.414,119.0
2018,20 Oaxaca,174 Ánimas Trujano,Total municipal,241,86.869,825.0
2018,20 Oaxaca,175 San Juan Bautista Atatlahuca,Total municipal,38,0.214,76.0
2018,20 Oaxaca,176 San Juan Bautista Coixtlahuaca,Total municipal,124,2.768,194.0
2018,20 Oaxaca,177 San Juan Bautista Cuicatlán,Total municipal,402,17.715,919.0
2018,20 Oaxaca,178 San Juan Bautista Guelache,Total municipal,36,0.98,164.0
2018,20 Oaxaca,179 San Juan Bautista Jayacatlán,Total municipal,70,0.132,142.0
2018,20 Oaxaca,180 San Juan Bautista Lo de Soto,Total municipal,84,0.444,125.0
2018,20 Oaxaca,181 San Juan Bautista Suchitepec,Total municipal,20,0.275,39.0
2018,20 Oaxaca,182 San Juan Bautista Tlacoatzintepec,Total municipal,69,0.291,87.0
2018,20 Oaxaca,183 San Juan Bautista Tlachichilco,Total municipal,60,0.307,75.0
2018,20 Oaxaca,184 San Juan Bautista Tuxtepec,Total municipal,7647,1960.486,27290.0
2018,20 Oaxaca,185 San Juan Cacahuatepec,Total municipal,327,13.743,602.0
2018,20 Oaxaca,186 San Juan Cieneguilla,Total municipal,23,0.029,38.0
2018,20 Oaxaca,187 San Juan Coatzóspam,Total municipal,35,0.104,65.0
2018,20 Oaxaca,188 San Juan Colorado,Total municipal,238,2.62,340.0
2018,20 Oaxaca,189 San Juan Comaltepec,Total municipal,29,0.031,56.0
2018,20 Oaxaca,190 San Juan Cotzocón,Total municipal,1355,26.551,2075.0
2018,20 Oaxaca,191 San Juan Chicomezúchil,Total municipal,18,0.0,36.0
2018,20 Oaxaca,192 San Juan Chilateca,Total municipal,134,1.199,210.0
2018,20 Oaxaca,193 San Juan del Estado,Total municipal,111,2.989,234.0
2018,20 Oaxaca,194 San Juan del Río,Total municipal,433,0.717,558.0
2018,20 Oaxaca,195 San Juan Diuxi,Total municipal,44,0.005,85.0
2018,20 Oaxaca,196 San Juan Evangelista Analco,Total municipal,23,0.08,51.0
2018,20 Oaxaca,197 San Juan Guelavía,Total municipal,385,0.746,516.0
2018,20 Oaxaca,198 San Juan Guichicovi,Total municipal,690,8.801,1072.0
2018,20 Oaxaca,199 San Juan Ihualtepec,Total municipal,28,0.15,39.0
2018,20 Oaxaca,200 San Juan Juquila Mixes,Total municipal,118,0.346,162.0
2018,20 Oaxaca,201 San Juan Juquila Vijanos,Total municipal,31,0.024,77.0
2018,20 Oaxaca,202 San Juan Lachao,Total municipal,213,3.269,361.0
2018,20 Oaxaca,203 San Juan Lachigalla,Total municipal,37,0.243,104.0
2018,20 Oaxaca,204 San Juan Lajarcia,Total municipal,13,0.21,26.0
2018,20 Oaxaca,205 San Juan Lalana,Total municipal,16,0.0,45.0
2018,20 Oaxaca,206 San Juan de los Cués,Total municipal,43,0.318,76.0
2018,20 Oaxaca,207 San Juan Mazatlán,Total municipal,106,0.759,190.0
2018,20 Oaxaca,208 San Juan Mixtepec,Total municipal,223,1.849,392.0
2018,20 Oaxaca,209 San Juan Mixtepec,Total municipal,22,0.166,34.0
2018,20 Oaxaca,210 San Juan Ñumí,Total municipal,46,0.019,102.0
2018,20 Oaxaca,211 San Juan Ozolotepec,Total municipal,18,0.1,31.0
2018,20 Oaxaca,212 San Juan Petlapa,Total municipal,11,0.0,37.0
2018,20 Oaxaca,213 San Juan Quiahije,Total municipal,108,0.459,179.0
2018,20 Oaxaca,214 San Juan Quiotepec,Total municipal,62,0.274,103.0
2018,20 Oaxaca,215 San Juan Sayultepec,Total municipal,24,0.096,43.0
2018,20 Oaxaca,216 San Juan Tabaá,Total municipal,26,0.791,68.0
2018,20 Oaxaca,217 San Juan Tamazola,Total municipal,20,0.0,35.0
2018,20 Oaxaca,218 San Juan Teita,Total municipal,102,0.0,134.0
2018,20 Oaxaca,219 San Juan Teitipac,Total municipal,286,1.651,424.0
2018,20 Oaxaca,220 San Juan Tepeuxila,Total municipal,16,0.094,45.0
2018,20 Oaxaca,221 San Juan Teposcolula,Total municipal,22,0.432,50.0
2018,20 Oaxaca,222 San Juan Yaeé,Total municipal,79,0.043,104.0
2018,20 Oaxaca,223 San Juan Yatzona,Total municipal,26,0.0,52.0
2018,20 Oaxaca,224 San Juan Yucuita,Total municipal,21,0.793,68.0
2018,20 Oaxaca,225 San Lorenzo,Total municipal,88,0.906,134.0
2018,20 Oaxaca,226 San Lorenzo Albarradas,Total municipal,202,0.971,353.0
2018,20 Oaxaca,227 San Lorenzo Cacaotepec,Total municipal,892,243.32,3144.0
2018,20 Oaxaca,228 San Lorenzo Cuaunecuiltitla,Total municipal,42,0.0,77.0
2018,20 Oaxaca,229 San Lorenzo Texmelúcan,Total municipal,6,0.072,14.0
2018,20 Oaxaca,230 San Lorenzo Victoria,Total municipal,27,0.151,50.0
2018,20 Oaxaca,231 San Lucas Camotlán,Total municipal,47,0.024,88.0
2018,20 Oaxaca,232 San Lucas Ojitlán,Total municipal,927,14.295,1513.0
2018,20 Oaxaca,233 San Lucas Quiaviní,Total municipal,93,0.741,191.0
2018,20 Oaxaca,234 San Lucas Zoquiápam,Total municipal,35,0.086,59.0
2018,20 Oaxaca,235 San Luis Amatlán,Total municipal,157,0.92,279.0
2018,20 Oaxaca,236 San Marcial Ozolotepec,Total municipal,43,0.048,65.0
2018,20 Oaxaca,237 San Marcos Arteaga,Total municipal,107,2.647,213.0
2018,20 Oaxaca,238 San Martín de los Cansecos,Total municipal,25,0.171,46.0
2018,20 Oaxaca,239 San Martín Huamelúlpam,Total municipal,14,0.928,46.0
2018,20 Oaxaca,240 San Martín Itunyoso,Total municipal,39,0.106,51.0
2018,20 Oaxaca,241 San Martín Lachilá,Total municipal,93,0.736,149.0
2018,20 Oaxaca,242 San Martín Peras,Total municipal,213,1.173,342.0
2018,20 Oaxaca,243 San Martín Tilcajete,Total municipal,246,8.263,770.0
2018,20 Oaxaca,244 San Martín Toxpalan,Total municipal,102,4.302,186.0
2018,20 Oaxaca,245 San Martín Zacatepec,Total municipal,34,0.08,47.0
2018,20 Oaxaca,246 San Mateo Cajonos,Total municipal,58,0.226,99.0
2018,20 Oaxaca,247 Capulálpam de Méndez,Total municipal,143,2.89,299.0
2018,20 Oaxaca,248 San Mateo del Mar,Total municipal,766,3.819,1138.0
2018,20 Oaxaca,249 San Mateo Yoloxochitlán,Total municipal,178,1.399,308.0
2018,20 Oaxaca,250 San Mateo Etlatongo,Total municipal,43,0.683,126.0
2018,20 Oaxaca,251 San Mateo Nejápam,Total municipal,54,0.299,82.0
2018,20 Oaxaca,252 San Mateo Peñasco,Total municipal,76,0.337,109.0
2018,20 Oaxaca,253 San Mateo Piñas,Total municipal,53,0.108,72.0
2018,20 Oaxaca,254 San Mateo Río Hondo,Total municipal,67,0.734,137.0
2018,20 Oaxaca,255 San Mateo Sindihui,Total municipal,123,0.182,209.0
2018,20 Oaxaca,256 San Mateo Tlapiltepec,Total municipal,17,0.156,36.0
2018,20 Oaxaca,257 San Melchor Betaza,Total municipal,36,0.07,71.0
2018,20 Oaxaca,258 San Miguel Achiutla,Total municipal,43,0.123,81.0
2018,20 Oaxaca,259 San Miguel Ahuehuetitlán,Total municipal,161,0.583,314.0
2018,20 Oaxaca,260 San Miguel Aloápam,Total municipal,86,0.489,130.0
2018,20 Oaxaca,261 San Miguel Amatitlán,Total municipal,85,0.515,165.0
2018,20 Oaxaca,262 San Miguel Amatlán,Total municipal,60,2.424,124.0
2018,20 Oaxaca,263 San Miguel Coatlán,Total municipal,151,1.161,234.0
2018,20 Oaxaca,264 San Miguel Chicahua,Total municipal,33,0.0,51.0
2018,20 Oaxaca,265 San Miguel Chimalapa,Total municipal,85,0.824,139.0
2018,20 Oaxaca,266 San Miguel del Puerto,Total municipal,201,7.67,457.0
2018,20 Oaxaca,267 San Miguel del Río,Total municipal,16,0.0,30.0
2018,20 Oaxaca,268 San Miguel Ejutla,Total municipal,55,4.321,145.0
2018,20 Oaxaca,269 San Miguel el Grande,Total municipal,161,6.682,361.0
2018,20 Oaxaca,270 San Miguel Huautla,Total municipal,133,0.0,221.0
2018,20 Oaxaca,271 San Miguel Mixtepec,Total municipal,28,0.097,63.0
2018,20 Oaxaca,272 San Miguel Panixtlahuaca,Total municipal,289,1.907,618.0
2018,20 Oaxaca,273 San Miguel Peras,Total municipal,87,0.089,149.0
2018,20 Oaxaca,274 San Miguel Piedras,Total municipal,51,0.06,111.0
2018,20 Oaxaca,275 San Miguel Quetzaltepec,Total municipal,211,0.352,361.0
2018,20 Oaxaca,276 San Miguel Santa Flor,Total municipal,33,0.0,48.0
2018,20 Oaxaca,277 Villa Sola de Vega,Total municipal,385,11.302,799.0
2018,20 Oaxaca,278 San Miguel Soyaltepec,Total municipal,1212,19.901,2309.0
2018,20 Oaxaca,279 San Miguel Suchixtepec,Total municipal,165,3.968,297.0
2018,20 Oaxaca,280 Villa Talea de Castro,Total municipal,163,3.641,304.0
2018,20 Oaxaca,281 San Miguel Tecomatlán,Total municipal,13,0.0,39.0
2018,20 Oaxaca,282 San Miguel Tenango,Total municipal,36,0.13,59.0
2018,20 Oaxaca,283 San Miguel Tequixtepec,Total municipal,79,0.043,94.0
2018,20 Oaxaca,284 San Miguel Tilquiápam,Total municipal,301,0.115,411.0
2018,20 Oaxaca,285 San Miguel Tlacamama,Total municipal,119,1.74,272.0
2018,20 Oaxaca,286 San Miguel Tlacotepec,Total municipal,139,1.3,244.0
2018,20 Oaxaca,287 San Miguel Tulancingo,Total municipal,16,0.0,35.0
2018,20 Oaxaca,288 San Miguel Yotao,Total municipal,13,0.03,41.0
2018,20 Oaxaca,289 San Nicolás,Total municipal,31,0.072,71.0
2018,20 Oaxaca,290 San Nicolás Hidalgo,Total municipal,66,0.215,100.0
2018,20 Oaxaca,291 San Pablo Coatlán,Total municipal,53,0.578,84.0
2018,20 Oaxaca,292 San Pablo Cuatro Venados,Total municipal,10,0.029,32.0
2018,20 Oaxaca,293 San Pablo Etla,Total municipal,390,74.33,2265.0
2018,20 Oaxaca,294 San Pablo Huitzo,Total municipal,370,5.574,632.0
2018,20 Oaxaca,295 San Pablo Huixtepec,Total municipal,858,24.058,1653.0
2018,20 Oaxaca,296 San Pablo Macuiltianguis,Total municipal,30,0.014,52.0
2018,20 Oaxaca,297 San Pablo Tijaltepec,Total municipal,45,0.191,86.0
2018,20 Oaxaca,298 San Pablo Villa de Mitla,Total municipal,2145,26.513,3431.0
