"p3","ingocup","se","cv"
9331,6043.24487539449,136.677435168122,0.0226165641118754
9332,860,0,0
9411,4590.53311998675,130.832103020722,0.028500415877862
9511,6986.92296383417,1223.13056045354,0.175059975154261
9512,4995.93354563242,171.409065031286,0.034309716785792
9521,5565.95014191107,181.522655414592,0.0326130581098353
9599,5914.32964329643,1790.98560590483,0.302821403932872
9601,9391.53030515445,1716.510605318,0.182772194684386
9611,4120.36273687771,68.6812244568993,0.0166687325468204
9621,5738.26456560803,85.3708611468394,0.0148774703868666
9622,5870.09421446794,174.12112354504,0.0296624069705536
9623,5159.81864643935,199.814488260178,0.038725099068756
9624,3594.79738912732,327.584121027449,0.0911272835621408
9631,5557.0157251207,228.968997715232,0.0412035900276779
9632,6026.4611757914,759.910698867617,0.126095676500865
9633,5336.44398517674,615.504732301953,0.115339865650547
9634,3786.25444839858,1423.77038034066,0.376036634553933
9641,5673.84860086594,384.519044208804,0.0677704096916013
9642,5197.29940080332,483.183720186781,0.0929682288674956
9643,2045.06274007682,243.698552261953,0.11916434028464
9651,4990.26034288061,467.234832032085,0.0936293499594002
9661,5305.85002122577,379.36372705165,0.0714991425566168
9662,5504.77020958084,333.22704854251,0.0605342341016417
9663,6000,0,0
9664,6579.29054054054,3706.58576036155,0.563371648891649
9711,6259.1366720517,416.976810338191,0.0666189016450266
9712,5818.93428680529,249.862616335412,0.0429395837828908
9713,5667.79816819317,821.637637481225,0.144965930878084
9721,8859.9077181208,660.816047909059,0.0745849808974329
9722,6537.98063768876,386.981162681999,0.0591897076677181
9723,4064.65299270636,521.236982557023,0.128236526830786
9731,10545.3289895322,1189.28470387068,0.112778340538378
9732,8000,0,0
9899,5954.88691796009,670.821452311724,0.112650577845317
9999,8345.8544049459,825.345977665921,0.098892927868093
